,Scientific,Synonym,English,Dutch,Spanish,French,German,Italian,Count English,Count Dutch,Count Spanish,Count French,Count German,Count Italian,Origin,Distribution,"Annual, biennial, or perennial",Flowers,Leaves,Fruits,Climate and weather,Pollination,Height,Type of soil,Moisture,Light,Growth rate,Spacing (close range),Spacing (wide range),Propagation,Insect pests,Diseases,Nematodes,Harvesting,Uses,Evergreen or Deciduous,Plant,Fruit development,Blooming period,genus,family,order,crop_categories,Count of Crop Categories,proverbs,recipies
497,['Psidium cattleianum'],['Psidium littorale'],"Cattley guava,Cattleya guava,Peruvian guava,Strawberry guava",Aardbeiguave,"Guayabita del Perú,Guayabo peruano","Goyavier de Chine,Goyavier-fraise",,"Guayaba peruana,Guayabita del Perú",4,1,2,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,Psidium,Myrtaceae,Myrtales,"Fruits,Food crops,Tropical crops",3,,
498,['Psidium guajava'],[],"Apple guava,Common guava,Guava","Djamboe kloetoek,Guave","Guayaba manzana,Guayabo","Goyave,Goyavier","Echte Guave,Goiaba,Guava,Guayaba,Guayave","Guaiava,Guava",3,2,2,2,5,2,"Central America, Southern Mexico.",Grown in many tropical and subtropical areas.,,White flowers with 5 petals.,"The opposite leaves are elliptic to ovate, and 5-15 cm long. Leaves are green, or reddish brown in some varieties.","Round or pear-shaped fruits, usually 5-10 cm in diameter. The fruit has a thin peel, usually pale green or yellow when mature. Some varieties have pink or reddish fruits. The flesh is rather hard (like an apple) and usually white or pinkish in color. The fruit contains many small hard seeds and has a strong, very characteristic sweet taste. Some varieties are seedless. Fruits have a high vitamin C content",Guava can grow in both humid and dry tropical or subtropical climates. Cannot tolerate frost.,Both self pollination and cross pollination. Pollination is usually by honeybees (Apis mellifera).,Up to 10 meter.,Any soil. Guava trees can tolerate temporary waterlogging.,,,Fast growing. Fruiting at 2-4 years after planting the seed.,5 meter,10 meter,"Can be grown from seeds, but this results in a lot of variability. Vegetative propagation is recommended for clones (budding, grafting, marcotting, root cuttings).","Many insect species attach guava, including mites, caterpillars, scales, and thrips. Fruits are sometimes protected by bagging.",?,,Harvest by hand.,,,,,,Psidium,Myrtaceae,Myrtales,"Fruits,Food crops,Tropical crops",3,No proverbs or quotes yet.,"Three fruits tropical saladIngredients:   1 Guava, 1 Orange, 1 Banana, 1 Tablespoon lemon juice, 1 Tablespoon honeyInstructions:  Peel the 3 fruits and cut them in small cubes. In a bowl poor the lemon juice over the fruits and mix gently. Refrigerate. Just before serving poor the honey over the salad.Guava juiceIngredients: 30 grams over ripe guava, 200 ml boiled water, 15 grams syrup, 2 grams salt (or 2/5 teaspoon).Instructions to make the juice: Clean and cut the guava into small pieces.Blend guava in a small blender and add some boiled water then pour through a sieve. Add salt and syrup in the juice as you like."
499,['Psidium littorale var. cattleianum'],[],Red-fruited strawberry guava,,,,,,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Psidium,Myrtaceae,Myrtales,"Fruits,Food crops,Tropical crops",3,,
500,['Psidium littorale var. littorale'],[],"Lemon guava,Yellow-fruited strawberry guava",,,,,,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Psidium,Myrtaceae,Myrtales,"Fruits,Food crops,Tropical crops",3,,
501,['Psophocarpus tetragonolobus'],[],"Asparagus bean,Four-angled bean,Goa bean,Winged bean,Winged pea",Vleugelboon,,"Haricot ailé,Pois ailé,Pois carré","Flügelbohne,Goabohne",,5,1,0,3,2,0,Originates from New Guinea,"Tropical countries with a hot and humid climate, such as Philippines,  Indonesia, India, Myanmar, Thailand and Sri Lanka.","Perennial, but often grown as an annual plant.","Flowers are usually blue, bluish white, or purple. They can be used to color rice and pastries.",Leaves are edible and are used in a similar way as spinach.,"The bean pods are usually 15 to 22 cm long. The beans have four wings running lengthwise, which have frilled edges.",Winged bean is a tropical legume.,,The climbing stems can be 3 to 4 meters tall.,,,,,,,Grown from seed.,?,?,,Harvested by hand. Fruits or leaves are hand picked.,"Most parts of the plant are edible. The beans are used as a vegetable and taste a bit like asparagus. Young leaves are used as a leaf vegetable, like spinach. Roots are used as a root vegetable, similar to the potato. The dried seeds are used as a flour.",,Winged bean is a herbaceous climbing vine. Often stakes or trellises are used to support the plants.,,,Psophocarpus,Fabaceae,Fabales,"Vegetables,Podded vegetables,Food crops,Tropical crops,Legumes",5,,
502,['Pueraria lobata'],[],"Japanese arrowroot,Kudzu",Kudzu,Kudzu,"Kouzou,Kudzu,Puéraire,Vigne kudzu",Kudzu,Kudzu,2,1,1,4,1,1,Kudzu is native to eastern and southeast Asia and some of the Pacific Islands.,This plant species has spread to other tropical and subtropical regions where it now grows as an invasive species. In many regions it is considered a weed. Because of its rapid growth it can kill trees or shrubs as they get completely overgrown.,,,,,,,Kuzu vines can reach a length of 30 meters.,,,,,,,,,,,,"Kudzu can be used for soil improvement, because it is a legume As a legume and thus increases the nitrogen in the soil. It is also used for erosion prevention and as animal feed. The plant is known for its use in traditional medicines. Fibers of the kudzu plant are known as ko-hemp and are used for making clothing or paper.",,"Kudzu is a climbing and coiling vine, which can grow very fast (30 cm per day) and can reach a length of 30 meters.",,,Pueraria,Fabaceae,Fabales,"Erosion prevention,Forage and fodder crops,Medicinal plants,Soil improvement,Tropical crops",5,,
503,['Punica granatum'],[],Pomegranate,Granaatappel,Granado,"Grenadier,Grenadier commun",Granatapfel,Melograno,1,1,1,2,1,1,Iran, ,, , , , , ,This fruit usually grows as a shrub which can be 5-8 meter high, ,,, ,,, ,,,,Fruits are picked by hand when the fruits are ripe.,"The fruits are often used to make juices, which can be very sweet or sour depending on the variety.",,,,,Punica,Lythraceae,Myrtales,"Fruits,Food crops,Tropical crops",3,"In every pomegranate a decayed pip is to be found.You can find no pomegranates on a willow tree, nor shame in the wicked.","Pomegranate juiceInstructions:  Chilled fruits are cut in half and crushed so the juice is squeezed out. Serve the juice in a glass. It is tart-sweet, and great as a pick me up during a hot afternoon."
504,['Pyrus bretschneideri'],[],"Chinese white pear,Ya pear","Chinapeer,Ya-peer",,,,,2,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Pyrus,Rosaceae,Rosales,"Fruits,Food crops,Temperate crops",3,,
505,['Pyrus communis'],[],"European pear,Pear","Gewone peer,Peer","Pera,Peral común","Poire,Poirier,Poirier commun","Birne,Kultur-Birne","Pera,Pero",2,2,2,3,2,2,The European pear originates from central and eastern Europe and southwest Asia.,"Many different varieties are widely grown in Europe, North America and Australia.",,"White flowers, sometimes yellowish or pinkish. Flowers have 5 petals and are 2 to 4 centimeters in diameter.",?,"Fruits can be round like an apple, but usually fruits are pyriform (=pear-shaped), having an elongated part near the base and a more swollen end. Wild pears have small fruits, often less than 4 cm in diameter, but cultivated species can be up to 18 centimeter long with a diameter up to 8 centimeters.",Temperate climate,?,Trees usually will grow 10 to 15 meter in height.,,,,,4.5 meter,9 meter,Seedlings are grown from seeds and later grafted with the desired variety.,,,,"Fruits should preferably be harvested green, when they are not yet fully ripe. Fruits that get ripe on the tree are more gritty inside.",Eat fresh as hand fruit. Combine in fruits salads. Can be used to make compote (stewed pears).,,,,,Pyrus,Rosaceae,Rosales,"Fruits,Food crops,Temperate crops",3,"A pear tree cannot bear an apple.A pear will fall to its root.A pear will never fall into a closed mouth.A ripe pear is more likely to fall in the shit than onto the clean ground.Don’t shake the tree when the pears fall off themselves.Prickly pear trees don’t produce peaches.The wild pear has blossomed: the kid goat no longer suffers.There are only ten minutes in the life of a pear when it is perfect to eat.You can’t compare apples with pears.When the pear is ripe, it falls.If you want to know the taste of a pear, you must change the pear by eating it yourself. If you want to know the theory and methods of revolution, you must take part in revolution. All genuine knowledge originates in direct experience. (Mao Tse-Tung)",
506,['Pyrus pyrifolia'],[],"Apple pear,Asian pear,Chinese pear,Japanese pear,Korean pear,Nashi pear,Sand pear,Taiwan pear","Aziatische peer,Nashi-peer,Zandpeer","Nashi,Pera asiática,Pera coreana,Pera de arena,Pera de Taiwán,Pera japonesa,Pera manzana,Pera nash,Pera oriental","Nachi,Nashi,Poire asiatique,Poire cristal,Poire des sables,Poire japonaise,Pomme-poire","Apfel-Birne,Asiatische Birne,Chinesische Birne,Japanische Birne,Koreanische Birne,Kumoi,Nashi,Nashi-Birne","Nashi,Pera-mela",8,3,9,7,8,2,"The Asian pear originates from China, Japan and Korea.","Asian pears are cultivated in East Asia (Japan, Korea, China, India, Nepal, etc.) but are now also grown in other countries outside Asia, including USA, Cyprus, Chili, New Zealand and Australia.",,The white flowers of the Asian pear are a beautiful sight in early spring.,,"Asian pears do not have a pear-shape but rather look like large apples.There are two types, with a brownish-yellow color (Akanashi)and with a yellow-green color (Aonashi). The fruits are crisp and juicy like apples but have a different texture.",These trees are cultivated in temperate climates.,"The trees are pollinated by bees. While Asian pears are partially self-fruitful, better fruit production is obtained when two or more cultivars are planted together.",,,,,,,,Asian pears are usually propagated by grafting onto other Pyrus species.,Codling moth (Carpocapsa pomonella) and some other pests including Pear psylla (Psylla pyricola) and two-spotted spidermites.,"Fire blight, bacterial canker, crown rot.",,Hand picking of fruits when they are fully ripe. They can be kept for several months in cool storage.,Asian pears are used fresh as a hand fruit.,,,,,Pyrus,Rosaceae,Rosales,"Fruits,Food crops,Temperate crops",3,,
507,['Raphanus sativus subsp. longipinnatus'],[],"Chinese white radish,Daikon,Daikon radish,Fodder radish,Forage radish,Icicle radish,Japanese radish,Long white radish,Oilseed radish,Oriental radish,White carrot,White radish,Winter radish","Chinese radijs,Daikon,Japanse radijs,Witte rammenas",,"Radis blanc,Radis chinois,Radis d’hiver","Chinesischer Rettich,Daikon,Japanischer Rettich,Winterrettich","Daikon,Ravanello cinese,Ravanello giapponese,Ravanello invernale",13,4,0,3,4,4,East and Southeast Asia,"East and Southeast Asia, North America, East Africa",It is an annual herb.,,"At first the leaves grow in a rosette, but later the stem elongates and branches.",,"Tropical, subtropical",Cross pollination by insects.,Can be up to 100 cm tall.,,,,,,,Grown from seed,,,,Radishes can be harvested about 8–10 weeks after sowing.,"Roots are used raw (sometimes shredded) or in cooked dishes in Chinese, Japanese, Thai and other Asian or Southeast Asian recipes. Roots are also used pickled or dried. Leaves can be eaten as a vegetable.",,,,,Raphanus,Brassicaceae,Brassicales,"Food crops,Forage and fodder crops,Root vegetables,Tropical crops,Vegetables",5,,
508,['Raphanus sativus subsp. niger'],[],Black radish,"Ramenas,Rammenas",,,Rettich,,1,2,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,Raphanus,Brassicaceae,Brassicales,"Vegetables,Root vegetables,Food crops,Temperate crops",4,,
509,['Raphanus sativus subsp. sativus'],[],Radish,Radijs,Rábano,Radis,"Garten-Rettich,Radieschen",Ravanello,1,1,1,1,2,1,Radish originates from Europe.,Radish in grown all over the world in a wide range of climates.,Annual or biennial.,,,,Radish grows in a wide range of climates. In temperate regions it is grown in summer while in warmer climates it is grown during the cooler season.,,,Radish will grow in most soil types but prefers sandy loams. It does not do weel in soils that form a hard crust.,,,,,,Radishes are grown from seed. Often use two seeds per hill and after germination thin out to one plant.,,,,Uproot by pulling.,"The “bulb” of the radish is eaten raw or in salads, or can be steamed. Leaves can be eaten as a leaf vegetable for example in soups.",,,,,Raphanus,Brassicaceae,Brassicales,"Vegetables,Root vegetables,Food crops",3,,
510,['Rhamnus prinoides'],[],Shiny-leaf Buckthorn,,Espino cerval de hoja brillante,Gesho,"Afrikanischer Faulbaum,Other,Gesho",,1,0,1,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,Rhamnus,Rhamnaceae,Rosales,"Herbs,Medicinal plants,Tropical crops",3,,
511,['Rheum spp.'],[],Rhubarb,Rabarber,Ruibarbo,Rhubarbe,Rhabarber,Rabarbaro,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,Rheum,Polygonaceae,Caryophyllales,"Vegetables,Stem vegetables,Food crops,Temperate crops",4,,
512,['Ribes alpinum'],[],"Alpine currant,Muntain currant",Alpenbes,,Groseillier des Alpes,"Alpen-Johannisbeere,Berg-Johannisbeere",,2,1,0,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,Ribes,Grossulariaceae,Saxifragales,"Fruits,Ornamental plants,Food crops,Temperate crops",4,,
513,['Ribes hirtellum'],[],American gooseberry,,Grosellero espinoso americano,,,,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Ribes,Grossulariaceae,Saxifragales,"Fruits,Food crops,Temperate crops",3,,
514,['Ribes nigrum'],[],Blackcurrant,Zwarte bes,"Casis,Grosellero negro,Parrilla negra,Zarzaparrilla negra","Cassis,Cassissier,Cassissier d’Europe",Schwarze Johannisbeere,,1,1,4,3,1,0,"Black currant originates from central Europe, northern Europe and northern Asia.",Most common in temperate regions of northern Europe and Russia.,Perennial,"The flower is bell-shaped, hermaphroditic and self-pollinating.",The leaves are 3 to 5 cm long and wide. they have five lobesand a serrated margin.,The fruits are berries with a diameter of up to 1 cm. They have a glossy skin and very dark purple or black color. Fruits have a strong tart flavour.,Grows in temperate climates. They prefer cool regions with humid summers and good winter chilling.,Both self-pollination and cross-pollination occur. Cross-pollination with pollen from another black currant variety often produces a better yield. Pollinated by insects such as bumble bees.,It’s a shrub whicg grows up to 1.5 meter tall.,,,,,,,Often propagated using hardwood cuttings of one-year old wood. Can also be grown from seed.,,,,Hand picking of ripe fruits.,"Fruits are eaten fresh, often combined with other frutis in fruit salds. They can be used to make juice, jellies, syrups, jams. Blackcurrants are sometimes used in cooking to flavor sauces, meat dishes and desserts.",,,,,Ribes,Grossulariaceae,Saxifragales,"Fruits,Food crops,Temperate crops",3,,
515,['Ribes rubrum'],[],"Red currant,Redcurrant","Aalbes,Rode bes","Grosella roja,Grosellero","Groseille,Groseille rouge","Garten-Johannisbeere,Rote Johannisbeere",,2,2,2,2,2,0,Red currants originate from western Europe,"They are mainly grown in western Europe, including Netherlands, Belgium, France, England, Germany, Poland, and the Northern parts of Italy, Spain and Portugal.",,Flowers are yellowish green in color.,The five-lobed leaves are used to make medicinal teas.,The flowers mature into bright red translucent berries. Each berry is about 8 to 12 mm in diameter. Usually there are about 10 berries on a raceme.,Red currants grow in a temperate climate.,The flowers are hermaphroditic and self-pollinating.,Redcurrant grows as a shrub which is usually 1 to 1.5 meter tall.,Red currants can grow in most types of soil.,,,,,,"Redcurrants can be propagated by planting foot long pieces of mature wood about 3 to 4 inches deep in a pot of compost. Roots will develop from the wood under the soil giving you a new redcurrant bush. Also layering of red currant is possible. A low-growing cane is carefully twisted to the ground. Then weigh it down with a brick or piece of metal to hold it in place,and cover it with soil. Roots will grow from the stem resulting in a new redcurrant plant.", , ,,Red currants are hand picked when the fruits are ripe (bright red).,Red currants are usually eaten fresh or mixed in fruit salads. Because of their bright re color they can be used as garnish.,,,The bright red fruits are available from mid to late summer in western Europe.,,Ribes,Grossulariaceae,Saxifragales,"Fruits,Medicinal plants,Food crops,Temperate crops",4,"Swinging clusters of red, the hedges are full of them, red-currant red, a graceful ornament or a merry smile. (Denise Levertov)Who knows more red currant quotes, or a red currant proverb?","Red currant ginIngredients:60 ml	gin, 90 ml syrup, 10 ml lemon juice, 15 ml lychee liqueur, 200 g fresh red currantsInstructions: Strain the fruits through a sieve. Put the juice in a cocktail shaker filled with ice cubes and add gin, syrup, lemon juice and lychee liqueur. Shake, strain into a glass and serve."
